val_loss,epoch,step,train_loss
0.7068895697593689,0,12,
0.7035040259361267,1,25,
0.7009065747261047,2,38,
,3,49,0.7060964703559875
0.6989738941192627,3,51,
0.6975449919700623,4,64,
0.6963891386985779,5,77,
0.695617139339447,6,90,
,7,99,0.6918673515319824
0.6950893402099609,7,103,
0.6946780681610107,8,116,
0.6942880749702454,9,129,
0.6941484808921814,10,142,
,11,149,0.6953414082527161
0.6940202116966248,11,155,
0.6938451528549194,12,168,
0.6938547492027283,13,181,
0.6940491199493408,14,194,
,15,199,0.6916780471801758
0.6940423846244812,15,207,
0.6940290331840515,16,220,
0.6941030621528625,17,233,
0.6942735910415649,18,246,
,19,249,0.6933605670928955
0.6942931413650513,19,259,
0.6943547129631042,20,272,
0.6943972706794739,21,285,
0.6944517493247986,22,298,
,23,299,0.6947438716888428
0.694653332233429,23,311,
0.694648265838623,24,324,
0.6947411894798279,25,337,
,26,349,0.6928492188453674
0.6945638060569763,26,350,
0.694649338722229,27,363,
0.6947100758552551,28,376,
0.694807231426239,29,389,
,30,399,0.6962952017784119
0.6949136257171631,30,402,
0.6949400305747986,31,415,
0.695061445236206,32,428,
0.6948381066322327,33,441,
,34,449,0.6915598511695862
0.694923996925354,34,454,
0.6950881481170654,35,467,
0.6951907873153687,36,480,
0.6951944828033447,37,493,
,38,499,0.692318320274353
0.695077657699585,38,506,
0.6949743032455444,39,519,
0.6949763298034668,40,532,
0.6949670314788818,41,545,
,42,549,0.6953780055046082
0.6950318813323975,42,558,
0.6951014995574951,43,571,
0.6950969099998474,44,584,
0.6950969696044922,45,597,
,46,599,0.686937689781189
0.695130467414856,46,610,
0.6951610445976257,47,623,
0.6949688792228699,48,636,
,49,649,0.6820659637451172
0.6949538588523865,49,649,
