x1,x2,labels
-0.7107914647220959,-0.7246230553185677,0
0.7869914887203142,-0.5046138789590727,0
-0.559017430389078,-0.022401779642450596,1
-0.7736313603460773,0.5502031085633419,0
-0.010384149735780987,-0.4799160921780533,0
0.8485121380179076,0.5417814174778036,0
0.01562574670676821,0.9894142839755125,0
-0.32382850287286774,1.0320461416852238,0
-0.2879999783858823,-0.994630435573584,0
0.7938297848733236,-0.5736932749423157,1
0.5893903986505342,-0.8295463108290883,0
-0.9988889588099793,0.3301689864222125,0
-0.07711346620322385,1.0048855120837563,0
0.8732268882191189,0.37601038825318267,0
-0.3518723086591878,0.3369778079912411,1
-0.512996764270274,0.04561729994059667,1
0.4346558326881088,0.9208484590084774,0
0.4126037312861328,0.2938097004845002,1
-0.921857802369249,-0.1869532101382047,0
-0.1367918580206855,0.5148490484108789,1
0.358479379591328,0.3891982398841827,1
0.5206873346699497,-0.8546909216262035,0
-0.8734347367006049,-0.4721202717061935,1
0.0804287531684414,-0.49303749081189496,1
-0.4400340342195124,-0.15091029843473253,1
0.9521547721079382,0.11507271325864966,0
0.17327999438058436,0.4564196738880445,1
0.44612515524463625,-0.3371516048830692,1
0.661221263066513,0.7358336498253928,0
0.6132428867949705,0.8386066116987111,0
0.0024459098614987296,-0.5066747395462887,1
-0.47822086654877777,-0.19298057949990705,1
-0.12008042091258413,-0.47794938085641525,1
-0.07912941659290301,-0.42136741152886475,1
0.06772382167176583,0.4945356079470179,1
-0.2790897168927793,-0.4077785299008847,1
0.19406448339189572,-0.4556502588749037,1
-0.139188838401423,0.8879555351059046,0
-0.1780142971109232,0.9562028807056582,0
0.38301044340274637,0.2469175799160808,1
-0.260646877199828,0.3516545972738169,1
0.9120552467718357,-0.15484683561619444,0
0.10054763755958392,-0.537032461561183,1
1.004731527671946,0.3713286192469364,0
0.9571942142186293,0.5073274176144358,0
0.8782969260281835,0.5005248808038474,0
0.44036690177973853,0.16772708761476512,1
-0.46858814386378217,0.41013727357741897,1
0.04678928968501998,-0.5404790982647464,0
-0.41770033875855583,0.09847010960715816,1
0.8734635452823544,-0.5700530427635513,0
-0.3737299125383004,0.4057296774218584,1
-0.9405377951841066,-0.23906914648386246,0
0.11411764227302315,-0.5340012847755122,1
-0.948339309913951,-0.37399694572306896,0
0.5287274583107359,-0.1831494491904037,1
-0.6762434801972242,-0.8284906681095642,0
0.6541755188835426,-0.8150213227619916,0
-0.2898905785272562,0.4238416190226378,1
0.34141800110388043,0.3103608332057292,1
0.2881709572956208,-0.43875706408214055,1
-0.49922758605491513,0.13285994659486697,1
-0.9665675117160609,0.38038432437484315,0
0.3560051469452302,-0.4812464863386604,1
1.0080382953856784,-0.22185276219759856,0
0.3467460018719165,-0.8370441508687454,0
-0.4143626953926406,-0.4123002631477065,1
0.7932536050905841,0.5489472546043862,0
-1.0316785869270555,-0.13236562687400127,0
0.865976782124816,-0.6277198832414286,0
-0.4479722265392393,-0.1255243910957199,0
-0.17258818109016838,1.0343208597979363,1
0.8986597103552377,-0.3169953373814057,0
-0.7521845783368377,-0.6724133791600099,0
-0.27924364573305255,0.9335915049560701,0
-0.41217808604209283,0.1142303956698699,1
-0.499495419431044,0.22392312388536173,1
-0.49232846025832555,-0.31495582480219714,1
0.4264191794016734,-0.32216063638377646,1
0.20314807916932182,-0.44682513177609073,1
