epoch,metric,label
0,0.6554331183433533,train_loss
2,0.5773254632949829,train_loss
3,0.4985695779323578,train_loss
5,0.4388940632343292,train_loss
6,0.4170136749744415,train_loss
8,0.3294655382633209,train_loss
9,0.2411031574010849,train_loss
11,0.2292155027389526,train_loss
13,0.1774157434701919,train_loss
14,0.1809542328119278,train_loss
16,0.2339437156915664,train_loss
17,0.1817454248666763,train_loss
19,0.1878869384527206,train_loss
21,0.2636020481586456,train_loss
22,0.1911855936050415,train_loss
24,0.169950246810913,train_loss
25,0.1430770754814148,train_loss
27,0.1302088350057602,train_loss
28,0.1471846997737884,train_loss
30,0.1213529482483863,train_loss
32,0.2628794312477112,train_loss
33,0.1532119959592819,train_loss
35,0.1467167139053344,train_loss
36,0.114380307495594,train_loss
38,0.1103723421692848,train_loss
39,0.2050562053918838,train_loss
41,0.0788532122969627,train_loss
43,0.1215894222259521,train_loss
44,0.1886133998632431,train_loss
46,0.1976379603147506,train_loss
47,0.1021155938506126,train_loss
49,0.1094302535057067,train_loss
0,0.6066615581512451,val_loss
1,0.5553539395332336,val_loss
2,0.5062941312789917,val_loss
3,0.4552206993103027,val_loss
4,0.4058088064193725,val_loss
5,0.361259251832962,val_loss
6,0.3246302902698517,val_loss
7,0.296156644821167,val_loss
8,0.2729583978652954,val_loss
9,0.2543712854385376,val_loss
10,0.2387252748012542,val_loss
11,0.2261247485876083,val_loss
12,0.2146890759468078,val_loss
13,0.2049382030963897,val_loss
14,0.1960474252700805,val_loss
15,0.1887044459581375,val_loss
16,0.1817978620529174,val_loss
17,0.1754988580942154,val_loss
18,0.1697320938110351,val_loss
19,0.1644003987312317,val_loss
20,0.1596910059452057,val_loss
21,0.1551279872655868,val_loss
22,0.1511656641960144,val_loss
23,0.1477795094251632,val_loss
24,0.1432390064001083,val_loss
25,0.1396418064832687,val_loss
26,0.1361535042524337,val_loss
27,0.1332464665174484,val_loss
28,0.1302850395441055,val_loss
29,0.1273407042026519,val_loss
30,0.1246763467788696,val_loss
31,0.122011549770832,val_loss
32,0.119447112083435,val_loss
33,0.117275632917881,val_loss
34,0.115176036953926,val_loss
35,0.1126645654439926,val_loss
36,0.1108678430318832,val_loss
37,0.1089144498109817,val_loss
38,0.1068913042545318,val_loss
39,0.1054668202996254,val_loss
40,0.1032958477735519,val_loss
41,0.1018413379788398,val_loss
42,0.1001792252063751,val_loss
43,0.0988396480679512,val_loss
44,0.0974679216742515,val_loss
45,0.0961451083421707,val_loss
46,0.0946690589189529,val_loss
47,0.0937188267707824,val_loss
48,0.0927651524543762,val_loss
49,0.091614656150341,val_loss
