epoch,metric,label
2,0.5433157682418823,train_loss
11,0.4548611640930176,train_loss
19,0.3164334297180176,train_loss
28,0.2106438875198364,train_loss
37,0.1928463280200958,train_loss
45,0.1897801756858825,train_loss
0,0.7113187313079834,val_loss
1,0.7133663296699524,val_loss
2,0.7156388163566589,val_loss
3,0.7181249260902405,val_loss
4,0.7209529280662537,val_loss
5,0.7241935133934021,val_loss
6,0.7278847694396973,val_loss
7,0.7321453094482422,val_loss
8,0.7370765209197998,val_loss
9,0.742826521396637,val_loss
10,0.749539315700531,val_loss
11,0.7573825716972351,val_loss
12,0.7665863037109375,val_loss
13,0.7774484753608704,val_loss
14,0.7902764081954956,val_loss
15,0.8053783178329468,val_loss
16,0.8231446146965027,val_loss
17,0.843923807144165,val_loss
18,0.8681678771972656,val_loss
19,0.896064281463623,val_loss
20,0.9278717041015624,val_loss
21,0.9636493921279908,val_loss
22,1.0032018423080444,val_loss
23,1.0462472438812256,val_loss
24,1.0919753313064575,val_loss
25,1.139663815498352,val_loss
26,1.1885474920272827,val_loss
27,1.2371907234191897,val_loss
28,1.2842599153518677,val_loss
29,1.328548789024353,val_loss
30,1.3690423965454102,val_loss
31,1.404978632926941,val_loss
32,1.4359524250030518,val_loss
33,1.4617024660110474,val_loss
34,1.4822149276733398,val_loss
35,1.4977644681930542,val_loss
36,1.5091068744659424,val_loss
37,1.517034649848938,val_loss
38,1.5222543478012085,val_loss
39,1.5253915786743164,val_loss
40,1.527012825012207,val_loss
41,1.5275602340698242,val_loss
42,1.5274392366409302,val_loss
43,1.5269771814346311,val_loss
44,1.5264407396316528,val_loss
45,1.5260586738586426,val_loss
46,1.5260494947433472,val_loss
47,1.5265040397644043,val_loss
48,1.5274685621261597,val_loss
49,1.528907060623169,val_loss
