epoch,metric,label
2,0.744400143623352,train_loss
11,0.6692395210266113,train_loss
19,0.6209595799446106,train_loss
28,0.6202355027198792,train_loss
37,0.6202346086502075,train_loss
45,0.6202345490455627,train_loss
0,0.6998231410980225,val_loss
1,0.6980230808258057,val_loss
2,0.6963438987731934,val_loss
3,0.694796085357666,val_loss
4,0.6933846473693848,val_loss
5,0.6921394467353821,val_loss
6,0.6911824941635132,val_loss
7,0.6905683279037476,val_loss
8,0.6904430985450745,val_loss
9,0.6909833550453186,val_loss
10,0.6924037337303162,val_loss
11,0.6949481964111328,val_loss
12,0.6988669037818909,val_loss
13,0.7043726444244385,val_loss
14,0.7115707397460938,val_loss
15,0.7202968597412109,val_loss
16,0.7298355102539062,val_loss
17,0.739798903465271,val_loss
18,0.749248206615448,val_loss
19,0.7572258710861206,val_loss
20,0.7630743384361267,val_loss
21,0.7666593790054321,val_loss
22,0.7683405876159668,val_loss
23,0.7687351107597351,val_loss
24,0.7684574127197266,val_loss
25,0.7679647207260132,val_loss
26,0.7675228118896484,val_loss
27,0.7672401666641235,val_loss
28,0.7671241164207458,val_loss
29,0.767132043838501,val_loss
30,0.7672075629234314,val_loss
31,0.7673021554946899,val_loss
32,0.7673837542533875,val_loss
33,0.7674384117126465,val_loss
34,0.7674650549888611,val_loss
35,0.7674703001976013,val_loss
36,0.7674633860588074,val_loss
37,0.7674518823623657,val_loss
38,0.7674410939216614,val_loss
39,0.7674336433410645,val_loss
40,0.7674296498298645,val_loss
41,0.7674285173416138,val_loss
42,0.767428994178772,val_loss
43,0.7674298882484436,val_loss
44,0.7674307823181152,val_loss
45,0.7674314379692078,val_loss
46,0.7674315571784973,val_loss
47,0.7674315571784973,val_loss
48,0.7674314379692078,val_loss
49,0.7674314379692078,val_loss
