epoch,metric,label
3,0.6873021721839905,train_loss
15,0.6437055468559265,train_loss
26,0.5936117768287659,train_loss
38,0.6078241467475891,train_loss
49,0.5567827820777893,train_loss
0,0.7063673138618469,val_loss
1,0.7044612169265747,val_loss
2,0.7023345828056335,val_loss
3,0.6997918486595154,val_loss
4,0.6970899105072021,val_loss
5,0.6942117214202881,val_loss
6,0.6909452676773071,val_loss
7,0.6874696612358093,val_loss
8,0.683340311050415,val_loss
9,0.6788970232009888,val_loss
10,0.6744318604469299,val_loss
11,0.6699194312095642,val_loss
12,0.6652594804763794,val_loss
13,0.6605414748191833,val_loss
14,0.6557944416999817,val_loss
15,0.6520004272460938,val_loss
16,0.6480128765106201,val_loss
17,0.6442174315452576,val_loss
18,0.6401476263999939,val_loss
19,0.6369197368621826,val_loss
20,0.6332193613052368,val_loss
21,0.6301286816596985,val_loss
22,0.6265758275985718,val_loss
23,0.6237083673477173,val_loss
24,0.6197007298469543,val_loss
25,0.6169525384902954,val_loss
26,0.61339271068573,val_loss
27,0.6095601916313171,val_loss
28,0.6063789129257202,val_loss
29,0.603129506111145,val_loss
30,0.6004005670547485,val_loss
31,0.5969206094741821,val_loss
32,0.5940733551979065,val_loss
33,0.5912704467773438,val_loss
34,0.5883863568305969,val_loss
35,0.5852230787277222,val_loss
36,0.5821633338928223,val_loss
37,0.578777015209198,val_loss
38,0.5755681395530701,val_loss
39,0.5723254084587097,val_loss
40,0.5688419342041016,val_loss
41,0.5659517049789429,val_loss
42,0.5628321766853333,val_loss
43,0.5596135258674622,val_loss
44,0.5556946396827698,val_loss
45,0.5528098344802856,val_loss
46,0.549045205116272,val_loss
47,0.5460615158081055,val_loss
48,0.542100727558136,val_loss
49,0.5383216142654419,val_loss
