epoch,metric,label
1,0.6961134076118469,train_loss
6,0.7036922574043274,train_loss
10,0.6854783296585083,train_loss
15,0.6654667854309082,train_loss
19,0.6712911128997803,train_loss
24,0.6730102300643921,train_loss
29,0.6356667876243591,train_loss
33,0.6316548585891724,train_loss
38,0.6242881417274475,train_loss
43,0.6045587658882141,train_loss
47,0.6127741932868958,train_loss
52,0.590295672416687,train_loss
56,0.5133668184280396,train_loss
61,0.616840124130249,train_loss
66,0.4972255825996399,train_loss
70,0.5186535120010376,train_loss
75,0.5291053652763367,train_loss
79,0.6154347062110901,train_loss
84,0.4545885920524597,train_loss
89,0.5019711256027222,train_loss
93,0.4556114673614502,train_loss
98,0.4058067202568054,train_loss
103,0.4021331667900085,train_loss
107,0.4173443019390106,train_loss
112,0.3614337146282196,train_loss
116,0.3977813422679901,train_loss
121,0.3690760135650635,train_loss
126,0.3891668617725372,train_loss
130,0.3920395672321319,train_loss
135,0.3223047852516174,train_loss
139,0.3347966372966766,train_loss
144,0.3207843005657196,train_loss
149,0.2700566351413727,train_loss
153,0.2451090812683105,train_loss
158,0.3055455684661865,train_loss
163,0.2782272100448608,train_loss
167,0.2309925556182861,train_loss
172,0.2333485931158065,train_loss
176,0.2294447869062423,train_loss
181,0.2454728484153747,train_loss
186,0.2065487653017044,train_loss
190,0.2162873595952987,train_loss
195,0.2379770129919052,train_loss
199,0.2408107221126556,train_loss
0,0.7260991930961609,val_loss
1,0.7243720889091492,val_loss
2,0.7226314544677734,val_loss
3,0.7209771871566772,val_loss
4,0.7194952368736267,val_loss
5,0.7179715037345886,val_loss
6,0.7162669897079468,val_loss
7,0.7149288058280945,val_loss
8,0.7134195566177368,val_loss
9,0.7118412852287292,val_loss
10,0.7100504040718079,val_loss
11,0.7083743214607239,val_loss
12,0.7066146731376648,val_loss
13,0.7049984931945801,val_loss
14,0.7031375169754028,val_loss
15,0.7009634971618652,val_loss
16,0.6986895203590393,val_loss
17,0.6962580680847168,val_loss
18,0.6942410469055176,val_loss
19,0.6916648745536804,val_loss
20,0.6894648671150208,val_loss
21,0.6866824626922607,val_loss
22,0.6840090751647949,val_loss
23,0.6819744110107422,val_loss
24,0.679313063621521,val_loss
25,0.6766659021377563,val_loss
26,0.6742190718650818,val_loss
27,0.6714207530021667,val_loss
28,0.6689063906669617,val_loss
29,0.6664810180664062,val_loss
30,0.6640270948410034,val_loss
31,0.6611835956573486,val_loss
32,0.6583825945854187,val_loss
33,0.6562021374702454,val_loss
34,0.6531562805175781,val_loss
35,0.6504773497581482,val_loss
36,0.6477507948875427,val_loss
37,0.6447198987007141,val_loss
38,0.6425277590751648,val_loss
39,0.639946460723877,val_loss
40,0.6371079683303833,val_loss
41,0.6336545348167419,val_loss
42,0.6302230954170227,val_loss
43,0.6273154616355896,val_loss
44,0.6238517165184021,val_loss
45,0.6219483017921448,val_loss
46,0.618401825428009,val_loss
47,0.6154945492744446,val_loss
48,0.612677276134491,val_loss
49,0.6097626686096191,val_loss
50,0.6057465076446533,val_loss
51,0.6031855940818787,val_loss
52,0.5997845530509949,val_loss
53,0.5963805913925171,val_loss
54,0.5935500264167786,val_loss
55,0.5896813869476318,val_loss
56,0.5860366821289062,val_loss
57,0.5833379030227661,val_loss
58,0.580413281917572,val_loss
59,0.5767607688903809,val_loss
60,0.5732336640357971,val_loss
61,0.5695827007293701,val_loss
62,0.5663225054740906,val_loss
63,0.5639545321464539,val_loss
64,0.5606666207313538,val_loss
65,0.5574785470962524,val_loss
66,0.5531421303749084,val_loss
67,0.5494397282600403,val_loss
68,0.5464408993721008,val_loss
69,0.5432865023612976,val_loss
70,0.5400650501251221,val_loss
71,0.5374578237533569,val_loss
72,0.5340733528137207,val_loss
73,0.5303506851196289,val_loss
74,0.5273897051811218,val_loss
75,0.5238311290740967,val_loss
76,0.5205122232437134,val_loss
77,0.517068088054657,val_loss
78,0.5129163861274719,val_loss
79,0.5109128355979919,val_loss
